_id,apk_name,package_name,ml_permission,ml_origin,ml_plugin,ml_virus,malicious,undetected,malware
{'$oid': '6080b68132fda25f88a1486f'},com.a141106345851be1cbb7a0133a.a82117163a.apk,com.a141106345851be1cbb7a0133a.a82117163a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE']","['launch-external~~yes', 'origin~~*']",[],['PUA.Adware'],1,62,1
{'$oid': '6080b68132fda25f88a14870'},com.a149618290151836fbbc33cd8a.a51632651a.apk,com.a149618290151836fbbc33cd8a.a51632651a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE']","['launch-external~~yes', 'origin~~*']",[],[],0,53,0
{'$oid': '6080b68132fda25f88a14871'},com.a15475054805174b54c8e46f4a.a95612890a.apk,com.a15475054805174b54c8e46f4a.a95612890a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE']","['launch-external~~yes', 'origin~~*']",[],[],0,62,0
{'$oid': '6080b68132fda25f88a14872'},com.a1554606826515640c31bcd53a.a05996141a.apk,com.a1554606826515640c31bcd53a.a05996141a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1554606826515640c31bcd53a.a05996141a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],['Android.Malware.Adware'],1,57,1
{'$oid': '6080b68132fda25f88a14873'},com.a156551814351beb51cad6079a.a01648965a.apk,com.a156551814351beb51cad6079a.a01648965a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.CAMERA', 'android.permission.FLASHLIGHT', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a156551814351beb51cad6079a.a01648965a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68132fda25f88a14874'},com.a1593260638514b8a472524a1a.a00752682a.apk,com.a1593260638514b8a472524a1a.a00752682a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1593260638514b8a472524a1a.a00752682a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,62,0
{'$oid': '6080b68132fda25f88a14875'},com.a1605097999514e17967f65d1a.a85836415a.apk,com.a1605097999514e17967f65d1a.a85836415a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1605097999514e17967f65d1a.a85836415a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68132fda25f88a14876'},com.a162203575651be5434323fd3a.a28977906a.apk,com.a162203575651be5434323fd3a.a28977906a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a162203575651be5434323fd3a.a28977906a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68132fda25f88a14877'},com.a1623660697500c67880dab13a.a36572417a.apk,com.a1623660697500c67880dab13a.a36572417a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1623660697500c67880dab13a.a36572417a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],['PUA.Adware'],1,62,1
{'$oid': '6080b68132fda25f88a14878'},com.a1634773986500c62eed57227a.a37612405a.apk,com.a1634773986500c62eed57227a.a37612405a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1634773986500c62eed57227a.a37612405a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],['Android.Malware.Adware'],1,62,1
{'$oid': '6080b68132fda25f88a14879'},com.a1649170884500c500d332dc6a.a54104300a.apk,com.a1649170884500c500d332dc6a.a54104300a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1649170884500c500d332dc6a.a54104300a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68132fda25f88a1487a'},com.a165458032351631d52958be4a.a32687032a.apk,com.a165458032351631d52958be4a.a32687032a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE']","['launch-external~~yes', 'origin~~*']",[],['PUA.Adware'],1,61,1
{'$oid': '6080b68132fda25f88a1487b'},com.a16587974805050e53f22a331a.a76680552a.apk,com.a16587974805050e53f22a331a.a76680552a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a16587974805050e53f22a331a.a76680552a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],['PUA.Adware'],1,59,1
{'$oid': '6080b68132fda25f88a1487c'},com.a1660324260519b15222375b0a.a90782281a.apk,com.a1660324260519b15222375b0a.a90782281a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1660324260519b15222375b0a.a90782281a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68132fda25f88a1487d'},com.a170684947651450b70e4bcb2a.a89873257a.apk,com.a170684947651450b70e4bcb2a.a89873257a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a170684947651450b70e4bcb2a.a89873257a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],['Android.Malware.Adware'],1,62,1
{'$oid': '6080b68132fda25f88a1487e'},com.a17152189165118efda7aeb34a.a07461174a.apk,com.a17152189165118efda7aeb34a.a07461174a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a17152189165118efda7aeb34a.a07461174a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68132fda25f88a1487f'},com.a171689706551db31fdd06cf2a.a08888474a.apk,com.a171689706551db31fdd06cf2a.a08888474a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE']","['launch-external~~yes', 'origin~~*']",[],['PUA.Adware'],1,61,1
{'$oid': '6080b68132fda25f88a14880'},com.a1722798071500c6d97c5bbf4a.a72273786a.apk,com.a1722798071500c6d97c5bbf4a.a72273786a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1722798071500c6d97c5bbf4a.a72273786a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],['Android.Malware.Adware'],1,63,1
{'$oid': '6080b68132fda25f88a14881'},com.a1731387529e6ffa91be30a.a61311270a.apk,com.a1731387529e6ffa91be30a.a61311270a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1731387529e6ffa91be30a.a61311270a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68132fda25f88a14882'},com.a1749654855156387f0f8bb5a.a49504442a.apk,com.a1749654855156387f0f8bb5a.a49504442a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1749654855156387f0f8bb5a.a49504442a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],"['Android.Airpush.J (AdWare)', 'Android.PUA.General', 'AppRisk:Generisk', 'Trojan.Gen.2', 'a variant of Android/AdDisplay.AirPush.P potentially unwanted', 'Trojan.Android.Airpush.dzomom', 'Riskware.AndroidOS.Generic.z!c', 'Adware.Airpush.31.origin', 'ADWARE/ANDR.AirPush.FOPL.Gen', 'Malicious (score: 85)', 'PUA.AndroidOS.AirPush', 'Adware/AirPush!Android']",12,51,1
{'$oid': '6080b68132fda25f88a14883'},com.a17507486605170876b4cf965a.a20808258a.apk,com.a17507486605170876b4cf965a.a20808258a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE']","['launch-external~~yes', 'origin~~*']",[],['PUA.Adware'],1,59,1
{'$oid': '6080b68132fda25f88a14884'},com.a176866422951844eee5b8fa5a.a02907057a.apk,com.a176866422951844eee5b8fa5a.a02907057a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a176866422951844eee5b8fa5a.a02907057a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68132fda25f88a14885'},com.a177973404051565c6ebfe506a.a82788233a.apk,com.a177973404051565c6ebfe506a.a82788233a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a177973404051565c6ebfe506a.a82788233a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68132fda25f88a14886'},com.a1825497239528b18dff345b0a.a64148136a.apk,com.a1825497239528b18dff345b0a.a64148136a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.CAMERA', 'android.permission.FLASHLIGHT', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1825497239528b18dff345b0a.a64148136a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,54,0
{'$oid': '6080b68132fda25f88a14887'},com.a1844283233514b9bf773c258a.a41976179a.apk,com.a1844283233514b9bf773c258a.a41976179a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1844283233514b9bf773c258a.a41976179a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],['Android.Malware.Adware'],1,61,1
{'$oid': '6080b68132fda25f88a14888'},com.a1850165512521a759618ad85a.a81347504a.apk,com.a1850165512521a759618ad85a.a81347504a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1850165512521a759618ad85a.a81347504a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],['Android.PUA.Adware'],1,62,1
{'$oid': '6080b68132fda25f88a14889'},com.a186516984500c65633a1bf2a.a72311142a.apk,com.a186516984500c65633a1bf2a.a72311142a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a186516984500c65633a1bf2a.a72311142a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,62,0
{'$oid': '6080b68132fda25f88a1488a'},com.a188818119751ba187a5384e7a.a24154213a.apk,com.a188818119751ba187a5384e7a.a24154213a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.CAMERA', 'android.permission.FLASHLIGHT', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a188818119751ba187a5384e7a.a24154213a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],['Android.Malware.Adware'],1,61,1
{'$oid': '6080b68132fda25f88a1488b'},com.a1922229952500be236cd4d12a.a03919391a.apk,com.a1922229952500be236cd4d12a.a03919391a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a1922229952500be236cd4d12a.a03919391a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,61,0
{'$oid': '6080b68132fda25f88a1488c'},com.a189881536551da2e18607240a.a35145556a.apk,com.a189881536551da2e18607240a.a35145556a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE']","['launch-external~~yes', 'origin~~*']",[],['PUA.Adware'],1,62,1
{'$oid': '6080b68132fda25f88a1488d'},com.a1935957326516aea04577849a.a05216739a.apk,com.a1935957326516aea04577849a.a05216739a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE']","['launch-external~~yes', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68132fda25f88a1488e'},com.a1852400398526b351c6a66f9a.a65438477a.apk,com.a1852400398526b351c6a66f9a.a65438477a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE']","['launch-external~~yes', 'origin~~*']",[],[],0,63,0
{'$oid': '6080b68132fda25f88a1488f'},com.a201696167650d46f09e63512a.a15176677a.apk,com.a201696167650d46f09e63512a.a15176677a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.CAMERA', 'android.permission.FLASHLIGHT', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a201696167650d46f09e63512a.a15176677a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,62,0
{'$oid': '6080b68132fda25f88a14890'},com.a2023061503500c4bbdd1f585a.a92109381a.apk,com.a2023061503500c4bbdd1f585a.a92109381a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a2023061503500c4bbdd1f585a.a92109381a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],['PUA.Adware'],1,62,1
{'$oid': '6080b68132fda25f88a14891'},com.a20417745365082b5c05a0a46a.a29218113a.apk,com.a20417745365082b5c05a0a46a.a29218113a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE']","['launch-external~~yes', 'origin~~*']",[],['PUA.Adware'],1,50,1
{'$oid': '6080b68132fda25f88a14892'},com.a204801011451dc7e3c2b7196a.a76289838a.apk,com.a204801011451dc7e3c2b7196a.a76289838a,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.CAMERA', 'android.permission.FLASHLIGHT', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.a204801011451dc7e3c2b7196a.a76289838a.permission.C2D_MESSAGE']","['launch-external~~yes', 'origin~~*']",[],[],0,62,0
